Unnamed: 0,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,PRICE
22374,Dealer,Completed,Not Approved,1,BHK,655.0004888,Ready,Resale,"Sector 1 Sanpada,Lalitpur",22.591983,88.40744000000001,67.0
22375,Owner,Completed,Not Approved,4,BHK,2400.0,Ready,Resale,"Sarthana Jakatnaka,Surat",21.235342000000003,72.917751,90.0
22376,Dealer,Completed,Not Approved,2,BHK,1245.210728,Ready,Resale,"Perumbakkam,Chennai",12.9053,80.1986,65.0
22377,Dealer,Completed,Approved,3,BHK,1037.013401,Ready,Resale,"Bandra Kurla Complex,Lalitpur",24.0447,78.9592,390.0
22378,Dealer,Completed,Approved,2,BHK,1094.99852,Ready,Resale,"NH-24 Highway,Ghaziabad",28.66667,77.41667,37.0
22379,Dealer,Completed,Not Approved,2,BHK,1500.028847,Ready,Resale,"Sector-58 Seawoods,Lalitpur",28.606007,77.359111,260.0
22380,Owner,Completed,Not Approved,3,BHK,1360.039565,Ready,Resale,"Ghatkesar,Secunderabad",17.45,78.5,55.0
22381,Owner,Completed,Not Approved,1,BHK,540.0914001,Ready,Resale,"Palghar,Palghar",19.696531,72.767746,13.0
22382,Owner,Completed,Not Approved,1,BHK,550.0728038,Ready,Resale,"Noida sector 82,Noida",28.530661,77.372736,34.0
22383,Owner,Completed,Not Approved,3,BHK,1780.1513129999998,Ready,Resale,"7th Phase JP Nagar,Bangalore",35.0,136.0,120.0
22384,Dealer,Completed,Not Approved,3,,1475.071295,Ready,Resale,"Kandivali (East),Mumbai",19.1955,72.8728,300.0
22385,Dealer,Completed,Approved,4,BHK,2259.059132,Ready,Resale,"Worli,Lalitpur",19.0167,72.8167,740.0
22386,Dealer,Completed,Not Approved,3,BHK,1222.222222,Ready,Resale,"Jawahar Nagar,Lalitpur",28.679892,77.20616,220.0
22387,Dealer,Under Construction,Not Approved,2,BHK,1294.219154,Not Ready,Resale,"Challaghatta,Bangalore",12.940209,77.645557,75.0
22388,Dealer,Completed,Not Approved,2,BHK,1167.618059,Ready,Resale,,19.1649,72.9608,180.0
22389,Owner,Completed,Approved,3,BHK,1395.197923,Ready,Resale,"Electronic City Phase II,Bangalore",12.8458,77.6727,86.0
22390,Dealer,Completed,Not Approved,3,BHK,1300.012235,Ready,Resale,"Marine Drive Chowpatty,Mumbai",18.9426105,72.8231305,850.0
22391,Owner,Completed,Not Approved,4,BHK,1762.1145370000002,Ready,Resale,"Sector-50 Noida,Noida",28.5679,77.3679,100.0
22392,Dealer,Completed,Not Approved,2,BHK,1190.47619,Ready,Resale,"Chembur (West),Lalitpur",19.05871,72.89969,180.0
22393,Dealer,Completed,Not Approved,2,BHK,906.0681629,Ready,Resale,"Dombivli (East),Lalitpur",19.2167,73.0833,54.5
22394,Dealer,Completed,Not Approved,2,BHK,1218.1857730000002,Ready,Resale,"Gandamunda,Bhubaneswar",20.249484,85.810238,56.0
22395,Dealer,Under Construction,Approved,2,BHK,490.2564103,Not Ready,New,"Bhadra Nagar,Maharashtra",20.742166,80.104602,47.8
22396,Dealer,Under Construction,Not Approved,3,BHK,2113.636364,Not Ready,Resale,"PAL,Surat",21.17,72.83,83.7
22397,Owner,Completed,Not Approved,1,BHK,698.494826,Ready,Resale,"Oxel Siolim,Goa",15.632796,73.773052,29.7
22398,Dealer,Under Construction,Not Approved,3,BHK,1325.0,Not Ready,Resale,"Mango,Jamshedpur",22.835481,86.221099,31.8
22399,Builder,Under Construction,Approved,2,BHK,1038.834951,Not Ready,New,"Ramamurthy Nagar,Bangalore",13.013312,77.662077,53.5
22400,Owner,Completed,Approved,4,BHK,2296.819788,Ready,Resale,"Sector-74 Noida,Noida",28.577673,77.389781,130.0
22401,Owner,Completed,Approved,2,BHK,1248.175182,Ready,Resale,"Sikar Road,Jaipur",27.61194,75.13972,34.2
22402,Dealer,Completed,Approved,3,BHK,1640.464798,Ready,Resale,"Bicholi Mardana,Indore",22.1764,75.8193,48.0
22403,Dealer,Completed,Not Approved,3,BHK,1976.184444,Ready,Resale,"Salan Gaon,Dehradun",30.488981,78.646387,78.0
22404,Owner,Completed,Not Approved,2,BHK,900.1097695000001,Ready,Resale,"Kudasan,Gandhinagar",23.166495,72.63429000000001,41.0
22405,Dealer,Completed,Approved,3,BHK,1523.925632,Ready,Resale,"Tathawade,Pune",18.6182,73.7447,100.0
22406,Owner,Under Construction,Not Approved,2,BHK,1500.272777,Not Ready,Resale,"MOTI DUNGRI,Alwar",27.474976,77.039163,55.0
22407,Dealer,Completed,Approved,2,BHK,1135.0737800000002,Ready,Resale,"VIP Road,Raipur",22.616946,88.431928,30.0
22408,Dealer,Completed,Not Approved,3,BHK,1300.236407,Ready,Resale,"New Town,Kolkata",22.5922,88.484911,55.0
22409,Dealer,Completed,Not Approved,2,BHK,1140.021459,Ready,Resale,"Sector-25 Kamothe,Lalitpur",28.582887,77.339935,85.0
22410,Dealer,Completed,Approved,4,BHK,2500.0,Ready,Resale,"Sector-75 Noida,Noida",28.576117,77.382136,140.0
22411,Dealer,Completed,Not Approved,5,BHK,6125.434265999999,Ready,Resale,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,670.0
22412,Owner,Completed,Not Approved,2,BHK,1485.884101,Ready,Resale,"Kalena Agrahara,Bangalore",12.865219,77.59036,130.0
22413,Dealer,Completed,Not Approved,2,BHK,1020.106446,Ready,Resale,"Pimple Saudagar,Pune",18.5956,73.7981,69.0
22414,Owner,Completed,Not Approved,2,BHK,1250.0,Ready,Resale,"Vadavalli,Coimbatore",11.026678,76.903583,46.0
22415,Dealer,Completed,Approved,4,BHK,2350.028984,Ready,Resale,"Juhu,Lalitpur",19.1026,72.8243,1500.0
22416,Owner,Completed,Approved,2,BHK,1130.12086,Ready,Resale,"Ambegaon Bk,Pune",18.347616,73.586463,72.0
22417,Dealer,Completed,Not Approved,3,BHK,1400.1680199999998,Ready,Resale,"Koregaon Park,Pune",18.5333,73.9,100.0
22418,Dealer,Under Construction,Approved,2,BHK,1048.88402,Not Ready,Resale,"Undri,Pune",18.452663,73.93104,76.6
22419,Dealer,Completed,Not Approved,2,BHK,1275.8356720000002,Ready,Resale,"Ahinsa Khand 1,Ghaziabad",28.9196,76.8972,100.0
22420,Dealer,Completed,Approved,3,BHK,1750.198886,Ready,Resale,"Sector-150 Noida,Noida",28.429614,77.481711,110.0
22421,Dealer,Completed,Approved,2,BHK,1255.172414,Ready,Resale,"Kharadi,Pune",18.5438,73.9438,91.0
22422,Dealer,Completed,Approved,2,BHK,1234.567901,Ready,Resale,"Sector - 1 Dharuhera,Dharuhera",28.211607,76.787033,29.0
22423,Owner,Completed,Not Approved,2,BHK,1050.2283109999998,Ready,Resale,"Daldal Seoni, Mova,Raipur",21.289586,81.66291700000001,23.0
22424,Dealer,Completed,Not Approved,3,BHK,2462.121212,Ready,Resale,"Ramagondanahalli,Bangalore",12.96991,77.59796,130.0
22425,Owner,Completed,Not Approved,3,BHK,1302.083333,Ready,Resale,"Junwani,Bhilai",21.201983,81.374348,30.0
22426,Dealer,Completed,Not Approved,4,BHK,1814.882033,Ready,Resale,"Sector-48 Chandigarh,Chandigarh",30.690115,76.759652,140.0
22427,Dealer,Completed,Not Approved,3,BHK,2985.76022,Ready,Resale,"Gotri,Vadodara",22.312358,73.145436,130.0
22428,Dealer,Completed,Approved,3,BHK,1847.187238,Ready,Resale,"Sector-102 Gurgaon,Gurgaon",28.479440000000004,76.971432,110.0
22429,Dealer,Under Construction,Approved,2,BHK,649.0588646000001,Not Ready,New,"Kopri,Maharashtra",20.036867,78.32464300000001,130.0
22430,Owner,Completed,Not Approved,4,BHK,2591.026865,Ready,Resale,"Sri Ramachandra Nagar,Vijayawada",16.513823000000002,80.679675,190.0
22431,Dealer,Completed,Approved,2,BHK,864.8274669,Ready,Resale,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,100.0
22432,Owner,Completed,Not Approved,1,BHK,484.4144903,Ready,Resale,"Madhuban Bapudham,Ghaziabad",28.707966,77.48760300000001,11.5
22433,Dealer,Under Construction,Approved,2,BHK,633.8742394,Not Ready,New,"Boisar,Maharashtra",19.811319,72.76894,37.5
22434,Dealer,Under Construction,Approved,3,BHK,1774.479755,Not Ready,Resale,"Bellandur,Bangalore",12.9255,77.6765,110.0
22435,Dealer,Completed,Approved,3,BHK,1355.9903880000002,Ready,Resale,"Porur,Chennai",13.03478,80.15586,79.0
22436,Dealer,Completed,Approved,3,BHK,1884.172947,Ready,Resale,,28.587711,77.403123,95.0
22437,Dealer,Under Construction,Approved,2,BHK,1020.092736,Not Ready,Resale,"Rahatani,Pune",18.602428,73.787111,66.0
22438,Owner,Completed,Not Approved,2,BHK,1210.074574,Ready,Resale,"Saibaba Colony,Coimbatore",19.46304,76.434955,86.0
22439,Dealer,Completed,Not Approved,2,BHK,778.0013414,Ready,Resale,"New Ballygunge,Kolkata",22.529,88.368,58.0
22440,Dealer,Under Construction,Approved,3,BHK,2228.571429,Not Ready,Resale,"Sushant Golf City,Lucknow",26.781748,81.006714,78.0
22441,Owner,Completed,Not Approved,2,BHK,718.0960197,Ready,Resale,"Jai Balaji Nagar,Chennai",12.981445,80.160441,35.0
22442,Dealer,Under Construction,Approved,3,BHK,1778.041191,Not Ready,Resale,"Harlur,Bangalore",12.928575,77.58572099999999,120.0
22443,Dealer,Under Construction,Approved,3,BHK,1720.917823,Not Ready,Resale,"Palanpur,Surat",21.17,72.83,64.5
22444,Dealer,Completed,Not Approved,2,BHK,965.2509652999998,Ready,Resale,"Jahangirpura,Surat",21.17,72.83,25.0
22445,Dealer,Under Construction,Approved,3,BHK,1715.492214,Not Ready,Resale,"George Town,Allahabad",25.4481,81.8576,130.0
22446,Dealer,Under Construction,Approved,2,BHK,1100.0445960000002,Not Ready,Resale,"Balewadi,Pune",18.097689000000003,74.735239,74.0
22447,Dealer,Under Construction,Approved,2,BHK,649.0588646000001,Not Ready,New,"Kopri,Lalitpur",24.69028,78.41889,130.0
22448,Dealer,Completed,Not Approved,2,BHK,1110.095338,Ready,Resale,"Sector-16 Ulwe,Lalitpur",28.409274,77.322293,85.0
22449,Dealer,Completed,Approved,3,BHK,1503.081317,Ready,Resale,"Sector-69 Gurgaon,Gurgaon",28.392385,77.035763,100.0
22450,Dealer,Completed,Not Approved,4,BHK,2250.0,Ready,Resale,"Sector-79 Mohali,Mohali",30.678174,76.712936,90.0
22451,Dealer,Completed,Not Approved,3,BHK,1799.775028,Ready,Resale,"Whitefield,Bangalore",12.9958935,77.761394,160.0
22452,Owner,Completed,Not Approved,2,BHK,1000.0,Ready,Resale,"Panki,Kanpur",26.462204,80.239088,37.0
22453,Dealer,Under Construction,Approved,2,BHK,1022.96023,Not Ready,New,"Sector-144 Noida,Noida",28.493232,77.434566,49.9
22454,Dealer,Under Construction,Not Approved,2,,1155.306156,Not Ready,Resale,"Sector-8 Sanpada,Lalitpur",19.216097,72.821721,140.0
22455,Owner,Completed,Not Approved,2,BHK,790.0280899,Ready,Resale,"Shetty Halli,Bangalore",13.930233,75.69223199999999,45.0
22456,Owner,Under Construction,Approved,4,BHK,3332.323538,Not Ready,Resale,"NH-24 Highway,Ghaziabad",28.66667,77.41667,110.0
22457,Owner,Completed,Not Approved,3,BHK,1433.691756,Ready,Resale,"Bhaktinagar,Siliguri",26.724219,88.326357,60.0
22458,Dealer,Completed,Not Approved,2,BHK,975.0233738,Ready,Resale,"Bevarly Park,Maharashtra",19.097621,73.00088199999999,73.0
22459,Dealer,Completed,Not Approved,1,BHK,660.0324939,Ready,Resale,"Kopara,Mumbai",19.932263,86.09772099999999,65.0
22460,Dealer,Under Construction,Approved,3,BHK,799.3874426,Not Ready,Resale,"Sector 89 Faridabad,Faridabad",28.431903,77.36482099999999,26.1
22461,Dealer,Completed,Not Approved,1,BHK,635.0792065,Ready,Resale,"Sector-9 Ulwe,Maharashtra",18.973908,73.02510600000001,44.5
22462,Dealer,Under Construction,Approved,3,BHK,1898.253607,Not Ready,Resale,"Sector-85 Mohali,Mohali",30.66486,76.70610699999999,75.0
22463,Dealer,Completed,Not Approved,2,BHK,1273.261508,Ready,Resale,"Palanpur,Surat",21.17,72.83,39.0
22464,Owner,Completed,Not Approved,3,BHK,1954.666667,Ready,Resale,"Kazhipattur,Chennai",13.09,80.27,73.3
22465,Dealer,Completed,Not Approved,2,BHK,1250.0,Ready,Resale,"Tilak Nagar,Lalitpur",28.6396,77.0884,160.0
22466,Owner,Completed,Not Approved,3,BHK,1418.2800539999998,Ready,Resale,"Whitefield,Bangalore",12.9958935,77.761394,63.0
22467,Dealer,Completed,Approved,2,BHK,1265.022138,Ready,Resale,"Kalinga Bihar,Bhubaneswar",20.249154,85.759427,60.0
22468,Dealer,Completed,Not Approved,4,,1944.012442,Ready,Resale,"Chembur,Lalitpur",19.05871,72.89969,850.0
22469,Dealer,Completed,Not Approved,4,BHK,3137.478608,Ready,Resale,"Suraj Kund,Faridabad",28.488415000000003,77.285903,220.0
22470,Dealer,Completed,Not Approved,2,BHK,1060.031243,Ready,Resale,"Bevarly Park,Lalitpur",24.69028,78.41889,95.0
22471,Owner,Completed,Approved,1,BHK,656.0580681,Ready,Resale,"Sus,Pune",18.539812,73.737678,47.0
22472,Owner,Completed,Not Approved,2,BHK,900.090009,Ready,Resale,"Shalimar garden,Ghaziabad",28.686091,77.334644,30.0
22473,Dealer,Completed,Not Approved,3,BHK,1484.241774,Ready,Resale,"Vile Parle (West),Maharashtra",19.103831,72.837361,470.0
22474,Dealer,Under Construction,Approved,3,BHK,932.8358209,Not Ready,New,"Kolshet Road,Maharashtra",19.249861,72.96386600000001,140.0
22475,Dealer,Completed,Not Approved,1,BHK,630.0023774,Ready,Resale,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,79.5
22476,Dealer,Under Construction,Approved,3,BHK,1647.058824,Not Ready,Resale,"Jyothi Nagar,Jaipur",27.557683,76.631291,140.0
22477,Dealer,Completed,Not Approved,1,BHK,543.056633,Ready,Resale,"Wagholi,Pune",18.5823,73.983,28.0
22478,Owner,Completed,Not Approved,2,BHK,882.038489,Ready,Resale,"Doddakammanahalli,Bangalore",12.96991,77.59796,49.5
22479,Dealer,Under Construction,Not Approved,3,BHK,1416.717264,Not Ready,Resale,"Dadar (West),Mumbai",19.0201,72.8381,350.0
22480,Owner,Completed,Not Approved,3,BHK,1546.029515,Ready,Resale,"Indirapuram,Ghaziabad",28.63676,77.36315,110.0
22481,Dealer,Completed,Approved,3,BHK,1625.320787,Ready,Resale,"Sector-74 Noida,Noida",28.577673,77.389781,76.0
22482,Dealer,Completed,Approved,3,BHK,1155.234657,Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,32.0
22483,Dealer,Completed,Not Approved,3,BHK,1954.040957,Ready,Resale,"Prince Anwar Shah Rd.,Kolkata",22.56972,88.36972,250.0
22484,Dealer,Under Construction,Not Approved,3,BHK,1502.0,Not Ready,Resale,"New Town,Kolkata",22.5922,88.484911,75.1
22485,Owner,Under Construction,Not Approved,2,BHK,800.0,Not Ready,Resale,"Motilal Gupta Road, Behala- Tollygunge,Kolkata",22.5,88.35,35.0
22486,Owner,Completed,Approved,2,BHK,1009.174312,Ready,Resale,"8th Phase JP Nagar,Bangalore",12.905368,77.580403,55.0
22487,Owner,Completed,Not Approved,2,BHK,1250.0,Ready,Resale,"Indirapuram,Ghaziabad",28.63676,77.36315,72.0
22488,Builder,Completed,Not Approved,1,BHK,592.8705441000001,Ready,New,"Anna Nagar West,Chennai",13.086769,80.191135,47.4
22489,Owner,Under Construction,Approved,3,BHK,2061.85567,Not Ready,Resale,"Sector-150 Noida,Noida",28.429614,77.481711,140.0
22490,Dealer,Under Construction,Not Approved,3,BHK,1363.539672,Not Ready,Resale,"Survey,Guwahati",26.16667,91.76667,64.1
22491,Owner,Completed,Not Approved,1,BHK,505.9265684,Ready,Resale,"Vaishali,Ghaziabad",28.6423,77.3445,35.0
22492,Owner,Completed,Not Approved,3,BHK,1365.08418,Ready,Resale,"Padi Kuppam,Chennai",13.100352,80.190686,90.0
22493,Dealer,Completed,Not Approved,2,BHK,1316.104331,Ready,Resale,"Bellandur,Bangalore",12.9255,77.6765,55.0
22494,Owner,Completed,Approved,3,BHK,1497.75337,Ready,Resale,"Vibhuti Khand,Lucknow",26.86056,80.91583,120.0
22495,Dealer,Completed,Not Approved,2,BHK,1100.110011,Ready,Resale,"Shankar Kalat Nagar,Pune",19.957301,73.839897,70.0
22496,Dealer,Under Construction,Approved,3,BHK,1174.027935,Not Ready,Resale,"Noida Extension,Noida",28.579004,77.431173,31.1
22497,Dealer,Completed,Approved,3,BHK,1340.044743,Ready,Resale,"Noida Extension,Noida",28.579004,77.431173,59.9
22498,Owner,Completed,Not Approved,2,BHK,999.6140486,Ready,Resale,"Meher Colony,Nagpur",18.304279,83.895443,25.9
22499,Dealer,Completed,Not Approved,2,BHK,1148.105626,Ready,Resale,"Dodda Nekkundi Extension,Bangalore",12.96991,77.59796,70.0
22500,Dealer,Completed,Approved,1,BHK,792.7927927999999,Ready,Resale,"Kurla (East),Lalitpur",19.06446,72.888131,110.0
22501,Dealer,Under Construction,Approved,2,BHK,1146.411483,Not Ready,Resale,"Doddakallasandra,Bangalore",12.880993,77.557654,59.9
22502,Dealer,Completed,Approved,2,BHK,975.1960992,Ready,Resale,"Wagholi,Pune",18.5823,73.983,46.0
22503,Owner,Completed,Not Approved,3,BHK,1875.360646,Ready,Resale,"Crossing Republik,Ghaziabad",28.629811,77.434197,65.0
22504,Dealer,Completed,Not Approved,2,BHK,986.3317325,Ready,Resale,"Sector-45 Noida,Noida",28.553374,77.355611,26.7
22505,Dealer,Completed,Not Approved,2,BHK,850.0303582,Ready,Resale,"Mansarovar,Jaipur",26.8626,75.7633,28.0
22506,Owner,Completed,Not Approved,3,BHK,1564.210856,Ready,Resale,"Sector-77 Noida,Noida",28.568096,77.390253,100.0
22507,Dealer,Completed,Not Approved,1,BHK,550.017188,Ready,Resale,"Balewadi,Pune",18.097689000000003,74.735239,48.0
22508,Dealer,Completed,Approved,3,BHK,961.1918779,Ready,Resale,"Thane West,Mumbai",19.18,72.96333,160.0
22509,Owner,Completed,Not Approved,2,BHK,1096.067054,Ready,Resale,"Modipuram,Meerut",28.9927,77.6824,34.0
22510,Dealer,Under Construction,Approved,4,BHK,2265.5298420000004,Not Ready,New,"Zirakpur,Chandigarh",30.662283,76.822397,93.0
22511,Dealer,Completed,Approved,1,BHK,665.077174,Ready,Resale,"Mira Road,Lalitpur",19.283359,72.864964,53.0
22512,Dealer,Completed,Not Approved,3,BHK,1470.002756,Ready,Resale,"Hiranandani Gardens - Powai,Mumbai",19.124896,72.89350300000001,480.0
22513,Dealer,Completed,Not Approved,3,BHK,1976.528721,Ready,Resale,"Goregaon (East),Lalitpur",19.1615,72.8731,320.0
22514,Owner,Completed,Not Approved,3,BHK,2299.908004,Ready,Resale,"Ambedkar Colony,Bangalore",13.073792999999998,77.794824,300.0
22515,Owner,Completed,Not Approved,2,BHK,750.0,Ready,Resale,"Jarahbhata,Bilaspur",22.077311,82.13499399999999,45.0
22516,Owner,Completed,Not Approved,3,BHK,1210.136674,Ready,Resale,"8th Phase JP Nagar,Bangalore",12.905368,77.580403,85.0
22517,Dealer,Under Construction,Not Approved,3,BHK,1084.030557,Not Ready,Resale,"Korattur,Chennai",13.114624,80.188519,59.6
22518,Owner,Completed,Not Approved,2,BHK,1041.816871,Ready,Resale,"7th Phase, JP Nagar, South Bangalore,Bangalore",12.905368,77.580403,57.8
22519,Owner,Completed,Not Approved,2,BHK,627.6747504,Ready,Resale,"Opp new Rahul hospital,Nadiad",-6.240302,106.793022,13.2
22520,Dealer,Completed,Not Approved,2,BHK,1101.159888,Ready,Resale,"Shankar Kalat Nagar,Pune",19.957301,73.839897,75.0
22521,Dealer,Completed,Approved,3,BHK,1774.647887,Ready,Resale,"Kotra,Ajmer",26.474702,74.595478,50.4
22522,Owner,Completed,Not Approved,2,BHK,700.1166861,Ready,Resale,,13.357135,74.784239,18.0
22523,Dealer,Completed,Not Approved,2,BHK,935.0393701,Ready,Resale,"Madurdaha,Kolkata",22.54111,88.33778000000001,38.0
22524,Owner,Completed,Not Approved,3,BHK,1236.312257,Ready,Resale,"Behala Chowrasta,Kolkata",22.486964,88.313191,35.0
22525,Dealer,Completed,Approved,2,BHK,1008.082622,Ready,Resale,"Thanisandra,Bangalore",13.055985,77.622157,44.9
22526,Owner,Under Construction,Approved,1,BHK,589.9705015,Not Ready,Resale,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,24.0
22527,Dealer,Completed,Not Approved,1,BHK,775.3540784,Ready,Resale,"Chembur (East),Mumbai",19.05871,72.89969,150.0
22528,Dealer,Under Construction,Approved,2,BHK,899.6471972,Not Ready,Resale,"Ambernath East,Lalitpur",24.6902,78.416,45.9
22529,Dealer,Completed,Approved,2,BHK,836.9981558,Ready,Resale,"Hinjewadi,Pune",18.5853,73.7413,59.0
22530,Owner,Completed,Not Approved,3,BHK,1500.0,Ready,Resale,"Electronics City Phase 1,Bangalore",12.840956,77.659441,90.0
22531,Dealer,Completed,Approved,3,BHK,811.9878940000001,Ready,Resale,"Ghodbunder Road,Lalitpur",24.69028,78.41889,110.0
22532,Dealer,Under Construction,Approved,1,BHK,473.771334,Not Ready,New,"Ghodbunder Road,Lalitpur",24.69028,78.41889,83.0
22533,Dealer,Completed,Not Approved,3,BHK,3500.228276,Ready,Resale,"Electronics City Phase 1,Bangalore",12.840956,77.659441,230.0
22534,Dealer,Completed,Not Approved,3,BHK,1399.892934,Ready,Resale,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,52.3
22535,Owner,Completed,Not Approved,3,BHK,1571.179178,Ready,Resale,"Electronics City Phase 1,Bangalore",12.840956,77.659441,99.0
22536,Owner,Completed,Not Approved,2,BHK,1400.037334,Ready,Resale,"Vadakkekad,Thrissur",10.654996,76.009973,75.0
22537,Dealer,Under Construction,Approved,3,BHK,1475.048249,Not Ready,Resale,"Zirakpur,Mohali",30.65,76.82,53.5
22538,Dealer,Completed,Approved,1,BHK,528.8232492,Ready,Resale,"Noida Extension,Noida",28.579004,77.431173,22.2
22539,Owner,Completed,Not Approved,2,BHK,1078.91492,Ready,Resale,"Bagharbari,Guwahati",26.141934,91.83335,35.0
22540,Dealer,Completed,Approved,2,BHK,956.2084257,Ready,Resale,"Sector-134 Noida,Noida",28.5041,77.381557,34.5
22541,Owner,Completed,Not Approved,3,BHK,1024.182077,Ready,Resale,"Collectorate,Kottayam",9.59167,76.52221999999999,36.0
22542,Dealer,Completed,Approved,2,BHK,1030.181087,Ready,Resale,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,25.6
22543,Dealer,Under Construction,Approved,1,BHK,411.01520760000005,Not Ready,New,"Mira Road East,Lalitpur",19.2836,72.8675,50.0
22544,Dealer,Completed,Not Approved,3,BHK,1582.278481,Ready,Resale,"Arcot Road,Chennai",26.340786,78.94720600000001,140.0
22545,Dealer,Completed,Not Approved,3,BHK,1275.184902,Ready,Resale,"Manish Nagar,Nagpur",21.094632,79.074805,50.0
22546,Owner,Under Construction,Not Approved,1,BHK,747.6190475999999,Not Ready,Resale,"Dindoli,Surat",21.142359,72.862596,15.7
22547,Dealer,Completed,Not Approved,2,BHK,1700.060716,Ready,Resale,"Ballygunge,Kolkata",22.529,88.368,140.0
22548,Owner,Under Construction,Not Approved,2,BHK,1445.0867050000002,Not Ready,Resale,"Kalyaninagar,deshaiphet Road ,Opp Nagarjuna School,Warangal",18.00222,79.61306,55.0
22549,Dealer,Under Construction,Approved,2,BHK,636.0424028,Not Ready,Resale,"Balkum,Mumbai",19.222101,72.988231,90.0
22550,Owner,Completed,Not Approved,3,BHK,1000.0,Ready,Resale,"Hosur To Bagalur,Hosur",15.873860999999998,75.797601,12.0
22551,Owner,Completed,Not Approved,1,BHK,444.9938195,Ready,Resale,"Pilkhuwa,Hapur",28.715456,77.642014,10.8
22552,Dealer,Completed,Not Approved,1,BHK,774.1027445000001,Ready,Resale,"Sughad,Gandhinagar",23.126218,72.628827,22.0
22553,Dealer,Completed,Approved,4,BHK,2134.4101530000003,Ready,Resale,"Mansarovar Extension,Jaipur",26.8626,75.7633,74.0
22554,Owner,Completed,Not Approved,3,BHK,2000.0,Ready,Resale,"Mansarovar,Jaipur",26.8626,75.7633,62.0
22555,Owner,Completed,Not Approved,3,BHK,1920.0,Ready,Resale,"Mashobra,Shimla",31.10333,77.17222,120.0
22556,Dealer,Completed,Not Approved,3,BHK,1361.2850529999998,Ready,Resale,"Sector-18 Ulwe,Mumbai",18.973908,73.02510600000001,100.0
22557,Dealer,Completed,Approved,4,BHK,1579.960357,Ready,Resale,"Wadala,Maharashtra",19.015576,72.85144100000001,550.0
22558,Owner,Completed,Not Approved,3,BHK,1400.560224,Ready,Resale,"Lankelapalem,Visakhapatnam",17.682023,83.099817,30.0
22559,Dealer,Completed,Not Approved,1,BHK,550.0868558,Ready,Resale,"Indira Nagar,Lalitpur",26.886881,80.99441999999999,19.0
22560,Owner,Completed,Approved,3,BHK,1704.694466,Ready,Resale,"Faizabad Road,Lucknow",26.86056,80.91583,65.0
22561,Owner,Completed,Not Approved,3,BHK,1169.113649,Ready,Resale,"Narayanpur,Kolkata",22.40107,88.5424,43.0
22562,Dealer,Completed,Not Approved,3,BHK,2231.384914,Ready,Resale,"New Town,Kolkata",22.5922,88.484911,92.0
22563,Dealer,Under Construction,Approved,2,BHK,1059.322034,Not Ready,Resale,"Goregaon (West),Maharashtra",19.161955,72.839616,130.0
22564,Dealer,Under Construction,Approved,1,BHK,450.0112503,Not Ready,Resale,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,60.0
22565,Dealer,Completed,Not Approved,2,BHK,1386.748844,Ready,Resale,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,36.0
22566,Owner,Completed,Not Approved,2,BHK,910.1069775,Ready,Resale,"Rahatani,Pune",18.602428,73.787111,57.0
22567,Dealer,Completed,Approved,3,BHK,1623.025319,Ready,Resale,"Goregaon (East),Lalitpur",19.1615,72.8731,300.0
22568,Dealer,Under Construction,Approved,3,BHK,2017.703723,Not Ready,Resale,"Mullanpur,Chandigarh",30.73528,76.79111,77.5
22569,Dealer,Completed,Not Approved,3,BHK,1949.917898,Ready,Resale,,12.96991,77.59796,190.0
22570,Dealer,Completed,Approved,3,BHK,1900.161031,Ready,Resale,"Dera Bassi,Chandigarh",30.594843,76.84983000000001,59.0
22571,Dealer,Completed,Not Approved,2,,1101.101101,Ready,Resale,"Velachery,Chennai",12.982389,80.22318299999999,66.0
22572,Dealer,Completed,Not Approved,3,BHK,1489.361702,Ready,Resale,"Kharghar,Maharashtra",19.038205,73.06612,140.0
22573,Owner,Completed,Not Approved,2,BHK,773.0881737999999,Ready,Resale,"Behala,Kolkata",22.498882,88.31755600000001,37.0
22574,Dealer,Completed,Not Approved,2,BHK,913.5802469,Ready,New,"Rajarhat,Kolkata",22.54111,88.33778000000001,37.0
22575,Dealer,Completed,Not Approved,3,BHK,2107.9258010000003,Ready,Resale,"Whitefield,Bangalore",12.9958935,77.761394,150.0
22576,Dealer,Completed,Not Approved,2,BHK,880.0880087999999,Ready,Resale,"Kasar vadavali,Lalitpur",24.6902,78.416,80.0
22577,Owner,Under Construction,Not Approved,3,,1129.943503,Not Ready,Resale,"NH-8,Dharuhera",12.973237,77.64685899999999,30.0
22578,Dealer,Completed,Not Approved,3,BHK,1250.0,Ready,Resale,"Action Area I,Kolkata",22.54111,88.33778000000001,62.0
