Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,Female,3,5,Research Director,4.0,Divorced,3549.0,0,Y,Yes,14,3,4.0,80,1,23,,22,1
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,Male,2,1,Research Scientist,2.0,Married,5348.0,1,Y,No,12,3,2.0,80,1,6,2.0,6,1
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,Female,1,2,Laboratory Technician,,Single,,1,Y,Yes,14,3,1.0,80,0,10,3.0,10,1
45,No,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,Male,2,2,Sales Executive,1.0,Married,24162.0,1,Y,No,15,3,1.0,80,1,10,3.0,10,4
31,No,Travel_Frequently,715,Sales,2,4,Other,1,1613,4,Male,3,2,Sales Executive,,Single,21602.0,7,Y,No,13,3,4.0,80,0,10,,5,0
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,3,2,Manufacturing Director,,Married,12421.0,9,Y,Yes,12,3,2.0,80,2,7,,3,1
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,Male,4,2,Manufacturing Director,,Divorced,17000.0,1,Y,No,13,3,1.0,80,1,9,3.0,9,7
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,3,1,Laboratory Technician,1.0,Married,22102.0,1,Y,No,14,3,4.0,80,1,10,2.0,9,1
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,Male,3,2,Manufacturing Director,1.0,Married,3835.0,2,Y,No,13,3,,80,3,10,3.0,7,7
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,2,1,Laboratory Technician,,Divorced,16290.0,1,Y,No,11,3,1.0,80,2,7,3.0,7,0
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,4,2,Research Scientist,1.0,Married,26312.0,1,Y,No,11,3,4.0,80,0,16,3.0,16,1
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,1,2,Manufacturing Director,1.0,Divorced,20460.0,0,Y,No,21,4,2.0,80,1,6,2.0,5,0
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,Male,3,1,Research Scientist,,Single,26009.0,1,Y,No,18,3,,80,0,3,3.0,2,2
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1,1624,2,Female,3,1,Sales Representative,4.0,Single,18420.0,1,Y,Yes,12,3,3.0,80,0,0,4.0,0,0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,Female,3,5,Manager,,Married,,3,Y,No,11,3,3.0,80,1,27,3.0,5,1
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,Male,2,2,Laboratory Technician,3.0,Divorced,10302.0,0,Y,No,15,3,4.0,80,1,11,3.0,10,0
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,Female,2,3,Manufacturing Director,,Married,25800.0,1,Y,No,13,3,4.0,80,2,18,3.0,18,14
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,3,2,Healthcare Representative,,Married,12250.0,1,Y,No,12,3,4.0,80,1,15,3.0,14,2
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,3,2,Manufacturing Director,3.0,Married,26493.0,3,Y,No,17,3,1.0,80,3,9,2.0,4,0
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,3,2,Manufacturing Director,,Single,3140.0,0,Y,No,13,3,4.0,80,0,10,1.0,9,3
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,2,2,Manufacturing Director,,Divorced,5388.0,1,Y,No,19,3,1.0,80,2,10,3.0,10,3
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,2,3,Manufacturing Director,3.0,Married,14199.0,3,Y,Yes,19,3,4.0,80,1,10,4.0,5,0
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,2,3,Sales Executive,1.0,Married,21530.0,9,Y,No,17,3,3.0,80,0,15,3.0,13,6
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,3,1,Research Scientist,2.0,Married,9953.0,1,Y,No,11,3,1.0,80,1,8,1.0,8,7
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,3,3,Manufacturing Director,,Single,19948.0,6,Y,Yes,15,3,4.0,80,0,18,2.0,4,3
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,3,2,Human Resources,4.0,Married,,4,Y,Yes,11,3,3.0,80,0,14,3.0,10,0
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,2,4,Manager,,Married,5602.0,2,Y,No,25,4,2.0,80,1,23,3.0,2,2
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,1,2,Sales Executive,4.0,Divorced,22098.0,6,Y,Yes,14,3,4.0,80,2,7,2.0,2,2
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,3,1,Research Scientist,,Single,17218.0,1,Y,Yes,13,3,3.0,80,0,6,3.0,6,1
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,4,1,Research Scientist,3.0,Married,22490.0,7,Y,No,17,3,1.0,80,0,5,3.0,3,0
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,3,1,Research Scientist,4.0,Single,6297.0,2,Y,No,13,3,,80,0,6,2.0,4,1
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,3,1,Laboratory Technician,1.0,Single,3339.0,3,Y,Yes,14,3,2.0,80,0,10,1.0,4,0
29,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,2,2,Sales Executive,3.0,Single,23413.0,9,Y,No,11,3,3.0,80,0,8,,5,1
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,3,3,Healthcare Representative,1.0,Married,22792.0,4,Y,No,12,3,3.0,80,2,9,,3,0
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,4,2,Manufacturing Director,,Divorced,4973.0,1,Y,No,17,3,3.0,80,2,7,,7,0
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,3,2,Manufacturing Director,2.0,Married,,4,Y,No,21,4,3.0,80,0,7,3.0,5,1
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,3,4,Research Director,2.0,Married,3498.0,3,Y,No,16,3,2.0,80,2,27,3.0,4,1
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,2,3,Research Director,,Divorced,21981.0,5,Y,No,15,3,3.0,80,3,19,3.0,14,1
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,3,1,Sales Representative,3.0,Single,13251.0,1,Y,No,19,3,1.0,80,0,2,,2,2
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,3,2,Research Scientist,,Divorced,19332.0,1,Y,No,12,3,3.0,80,1,11,3.0,11,7
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,3,1,Laboratory Technician,,Single,10950.0,2,Y,No,11,3,3.0,80,0,15,3.0,4,1
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,2,4,Healthcare Representative,3.0,Married,11652.0,2,Y,Yes,19,3,,80,1,30,3.0,15,2
36,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,2,2,Manufacturing Director,,Married,15411.0,0,Y,No,15,3,3.0,80,0,4,3.0,3,1
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,4,2,Healthcare Representative,1.0,Divorced,26308.0,6,Y,No,20,4,1.0,80,1,13,3.0,5,0
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,3,4,Manager,3.0,Married,18685.0,3,Y,No,25,4,3.0,80,1,36,3.0,10,4
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,2,4,Research Director,3.0,Married,3525.0,1,Y,No,24,4,1.0,80,1,14,3.0,14,6
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,3,2,Sales Executive,4.0,Single,10414.0,3,Y,Yes,24,4,1.0,80,0,13,4.0,11,6
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,3,2,Research Scientist,4.0,Married,9867.0,7,Y,No,15,3,4.0,80,2,19,4.0,13,2
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,2,2,Sales Executive,2.0,Divorced,3356.0,1,Y,Yes,13,3,2.0,80,1,10,2.0,10,0
33,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,3,2,Sales Executive,4.0,Divorced,3921.0,1,Y,No,14,3,3.0,80,2,6,3.0,6,0
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,3,2,Research Scientist,2.0,Divorced,25518.0,0,Y,No,13,3,3.0,80,2,10,2.0,9,1
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,3,2,Sales Executive,4.0,Married,22589.0,1,Y,No,11,3,1.0,80,2,10,3.0,10,0
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,3,1,Laboratory Technician,1.0,Divorced,24941.0,4,Y,Yes,16,3,2.0,80,1,17,2.0,2,2
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,2,1,Laboratory Technician,2.0,Single,23826.0,1,Y,No,22,4,2.0,80,0,4,3.0,4,3
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,4,4,Manager,2.0,Divorced,21086.0,6,Y,No,14,3,3.0,80,3,29,3.0,3,1
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,3,4,Manager,3.0,Single,22384.0,4,Y,No,14,3,1.0,80,0,23,3.0,8,0
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,3,3,Sales Executive,3.0,Single,11591.0,3,Y,Yes,16,3,4.0,80,0,21,3.0,2,0
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,3,1,Sales Representative,,Single,21082.0,1,Y,No,11,3,1.0,80,0,2,3.0,2,0
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,3,2,Sales Executive,4.0,Divorced,16130.0,1,Y,Yes,25,4,3.0,80,1,7,3.0,6,1
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,3,2,Healthcare Representative,3.0,Married,7419.0,6,Y,No,14,3,,80,2,10,2.0,3,0
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,3,1,Human Resources,4.0,Divorced,4167.0,4,Y,Yes,18,3,1.0,80,3,8,3.0,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,2,1,Laboratory Technician,3.0,Single,20586.0,1,Y,Yes,11,3,1.0,80,0,5,3.0,5,1
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,3,1,Laboratory Technician,3.0,Married,26176.0,7,Y,No,19,3,4.0,80,1,7,2.0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,4,3,Healthcare Representative,4.0,Married,3458.0,3,Y,No,15,3,3.0,80,0,11,3.0,4,1
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,3,1,Sales Representative,,Married,11740.0,2,Y,Yes,11,3,3.0,80,2,19,3.0,9,7
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,3,1,Laboratory Technician,,Single,24852.0,1,Y,No,12,3,1.0,80,0,1,3.0,1,0
26,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,3,1,Laboratory Technician,,Single,11925.0,1,Y,No,20,4,3.0,80,0,7,3.0,7,5
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,2,1,Research Scientist,2.0,Divorced,23737.0,5,Y,No,12,3,4.0,80,1,8,3.0,4,1
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,2,2,Laboratory Technician,4.0,Married,11912.0,1,Y,No,14,3,3.0,80,1,15,4.0,15,4
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,1,3,Healthcare Representative,4.0,Divorced,20467.0,3,Y,No,20,4,3.0,80,1,19,4.0,1,0
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,4,1,Laboratory Technician,2.0,Married,13637.0,1,Y,No,18,3,4.0,80,3,14,,14,2
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,1,2,Sales Executive,4.0,Divorced,7677.0,1,Y,No,14,3,3.0,80,2,6,2.0,6,1
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,2,1,Research Scientist,4.0,Married,20338.0,1,Y,No,12,3,2.0,80,0,10,,10,8
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,3,1,Sales Representative,,Divorced,25103.0,1,Y,Yes,21,4,2.0,80,1,3,3.0,3,0
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,4,3,Healthcare Representative,4.0,Married,14810.0,1,Y,Yes,19,3,2.0,80,1,9,3.0,8,6
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,2,1,Research Scientist,,Single,13970.0,0,Y,Yes,14,3,3.0,80,0,6,4.0,5,1
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,3,2,Sales Executive,4.0,Married,6069.0,1,Y,Yes,17,3,1.0,80,1,10,3.0,10,8
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,4,1,Research Scientist,3.0,Married,17616.0,1,Y,No,16,3,4.0,80,1,5,3.0,5,0
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,3,3,Sales Executive,3.0,Single,15869.0,1,Y,No,12,3,2.0,80,0,10,3.0,10,8
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,3,1,Laboratory Technician,3.0,Married,25412.0,9,Y,No,17,3,3.0,80,1,9,3.0,5,1
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,3,2,Sales Representative,4.0,Single,7439.0,3,Y,No,15,3,3.0,80,0,17,2.0,13,6
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,2,3,Healthcare Representative,3.0,Married,3395.0,3,Y,No,23,4,4.0,80,1,25,,23,14
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,1,1,Human Resources,3.0,Married,11585.0,1,Y,No,11,3,3.0,80,1,1,3.0,1,0
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,1,4,Sales Executive,3.0,Married,24164.0,7,Y,No,11,3,3.0,80,0,25,1.0,23,14
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,1,1,Laboratory Technician,,Married,6217.0,1,Y,No,15,3,3.0,80,3,3,4.0,3,0
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,2,4,Research Director,,Single,17119.0,1,Y,No,11,3,3.0,80,0,21,3.0,21,8
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,3,1,Research Scientist,3.0,Married,17360.0,6,Y,No,13,3,1.0,80,1,10,2.0,5,1
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,3,1,Laboratory Technician,3.0,Married,18103.0,1,Y,No,14,3,,80,1,6,4.0,5,0
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,1,2,Human Resources,2.0,Married,20794.0,6,Y,No,19,3,2.0,80,1,10,3.0,3,1
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,3,2,Manufacturing Director,1.0,Married,5041.0,2,Y,Yes,16,3,2.0,80,1,18,3.0,1,0
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,3,1,Laboratory Technician,1.0,Divorced,3622.0,1,Y,No,13,3,2.0,80,3,6,4.0,6,1
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,3,2,Healthcare Representative,,Single,9697.0,6,Y,No,14,3,4.0,80,0,19,3.0,10,0
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,3,2,Manufacturing Director,3.0,Married,5151.0,2,Y,No,16,3,,80,1,17,3.0,7,0
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,3,1,Research Scientist,4.0,Married,3811.0,1,Y,No,12,3,2.0,80,1,10,2.0,10,0
47,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,3,2,Sales Executive,,Married,3536.0,7,Y,No,11,3,4.0,80,1,4,1.0,1,0
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,3,3,Sales Executive,,Divorced,5596.0,4,Y,Yes,12,3,2.0,80,1,13,2.0,10,0
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,2,2,Sales Executive,1.0,Divorced,8658.0,5,Y,Yes,13,3,2.0,80,3,16,3.0,2,2
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,1,2,Sales Executive,2.0,Single,12147.0,6,Y,No,15,3,2.0,80,0,10,3.0,0,0
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,3,1,Laboratory Technician,2.0,Single,12862.0,1,Y,No,13,3,3.0,80,0,3,,3,1
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,3,2,Manufacturing Director,4.0,Single,6670.0,2,Y,No,20,4,4.0,80,0,9,2.0,5,1
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,3,2,Laboratory Technician,4.0,Married,8989.0,1,Y,Yes,15,3,4.0,80,1,9,3.0,9,5
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,1,3,Sales Executive,3.0,Married,3840.0,3,Y,No,13,3,3.0,80,1,10,1.0,4,0
40,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,3,5,Manager,2.0,Single,4349.0,1,Y,No,14,3,2.0,80,0,21,2.0,21,12
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,1,3,Human Resources,,Married,6595.0,4,Y,No,21,4,3.0,80,2,9,4.0,5,0
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,2,1,Research Scientist,1.0,Single,26427.0,0,Y,No,16,3,4.0,80,0,10,3.0,9,0
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,3,1,Human Resources,4.0,Married,2097.0,0,Y,No,14,3,4.0,80,1,3,3.0,2,2
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,2,1,Human Resources,4.0,Divorced,9732.0,6,Y,No,11,3,3.0,80,1,6,2.0,4,1
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,3,2,Sales Executive,3.0,Married,20943.0,1,Y,No,19,3,3.0,80,1,6,3.0,5,0
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,3,1,Research Scientist,4.0,Single,6152.0,1,Y,No,11,3,3.0,80,0,6,2.0,6,1
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,1,1,Sales Representative,2.0,Single,14630.0,1,Y,No,13,3,3.0,80,0,2,3.0,2,2
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,4,2,Healthcare Representative,3.0,Single,23060.0,8,Y,Yes,12,3,4.0,80,0,10,4.0,3,0
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,2,3,Sales Executive,,Divorced,3088.0,2,Y,No,11,3,1.0,80,1,12,3.0,7,1
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,4,1,Research Scientist,,Married,5586.0,0,Y,Yes,14,3,1.0,80,3,6,3.0,5,1
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,3,2,Sales Executive,2.0,Single,10697.0,8,Y,No,15,3,4.0,80,0,13,2.0,11,1
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,3,2,Sales Executive,,Single,8191.0,3,Y,No,12,3,3.0,80,0,8,4.0,5,0
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,3,3,Sales Executive,,Single,10092.0,2,Y,Yes,20,4,,80,0,11,2.0,0,0
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,2,1,Laboratory Technician,2.0,Married,15963.0,4,Y,No,14,3,2.0,80,1,9,2.0,6,0
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,3,3,Sales Executive,,Married,19002.0,2,Y,No,13,3,1.0,80,3,10,3.0,1,0
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,2,1,Research Scientist,1.0,Divorced,10007.0,1,Y,No,13,3,3.0,80,1,1,3.0,1,0
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,4,2,Healthcare Representative,3.0,Married,9128.0,3,Y,No,16,3,3.0,80,1,10,3.0,7,1
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,2,Male,3,1,Research Scientist,2.0,Single,17674.0,2,Y,No,14,3,2.0,80,0,12,,7,0
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,1,2,Healthcare Representative,4.0,Married,24539.0,3,Y,Yes,16,3,3.0,80,1,15,3.0,1,1
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,2,1,Research Scientist,,Married,15587.0,9,Y,Yes,16,3,4.0,80,1,6,3.0,1,0
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,3,1,Laboratory Technician,2.0,Divorced,8952.0,8,Y,No,22,4,2.0,80,3,7,2.0,5,0
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,Male,2,5,Research Director,1.0,Married,19805.0,8,Y,No,12,3,2.0,80,3,34,3.0,1,0
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,3,2,Research Scientist,2.0,Divorced,6194.0,5,Y,No,15,3,4.0,80,2,11,2.0,9,1
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,3,1,Laboratory Technician,,Divorced,20520.0,1,Y,No,20,4,2.0,80,2,5,3.0,5,0
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,4,Male,3,2,Sales Executive,3.0,Divorced,12313.0,1,Y,Yes,14,3,3.0,80,1,15,3.0,15,0
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,1775,1,Female,2,4,Manufacturing Director,3.0,Married,22308.0,4,Y,Yes,20,4,4.0,80,3,27,2.0,3,0
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,3,1,Human Resources,4.0,Single,5033.0,0,Y,No,13,3,2.0,80,0,10,3.0,9,1
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,1,2,Sales Executive,4.0,Single,25353.0,5,Y,No,12,3,,80,0,6,3.0,2,2
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,3,1,Sales Representative,2.0,Single,4567.0,1,Y,No,13,3,2.0,80,0,1,3.0,1,1
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,4,Female,2,1,Laboratory Technician,,Married,16376.0,1,Y,No,11,3,2.0,80,1,5,3.0,5,0
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,3,Female,3,1,Laboratory Technician,,Married,15999.0,1,Y,Yes,17,3,3.0,80,0,1,3.0,1,0
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,2,2,Sales Executive,4.0,Married,13402.0,1,Y,No,14,3,1.0,80,2,13,3.0,12,5
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,1,Female,3,3,Manager,3.0,Married,22984.0,2,Y,No,11,3,4.0,80,0,15,3.0,2,2
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,2,2,Sales Executive,2.0,Married,8800.0,1,Y,No,14,3,1.0,80,2,5,3.0,5,0
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,3,5,Research Director,4.0,Divorced,14218.0,7,Y,Yes,17,3,3.0,80,1,24,3.0,2,2
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,3,3,Healthcare Representative,1.0,Married,25949.0,7,Y,Yes,13,3,4.0,80,1,15,3.0,12,5
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,3,1,Research Scientist,,Divorced,11092.0,1,Y,Yes,12,3,3.0,80,3,6,,5,2
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,3,2,Human Resources,2.0,Divorced,12832.0,2,Y,No,13,3,3.0,80,0,19,2.0,10,4
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,3,2,Sales Executive,4.0,Single,13492.0,1,Y,Yes,18,3,4.0,80,0,10,3.0,10,7
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,4,1,Research Scientist,1.0,Married,6076.0,6,Y,No,19,3,2.0,80,1,14,3.0,10,7
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,3,1,Research Scientist,4.0,Married,5531.0,1,Y,No,11,3,3.0,80,1,5,4.0,5,0
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,3,Male,3,3,Research Director,3.0,Single,7914.0,7,Y,No,21,4,,80,0,9,3.0,4,2
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,2,2,Sales Executive,2.0,Single,25166.0,8,Y,No,15,3,3.0,80,0,6,3.0,2,2
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,3,Female,3,1,Laboratory Technician,,Married,25605.0,4,Y,No,17,3,4.0,80,1,7,2.0,4,0
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,2,Male,4,2,Healthcare Representative,1.0,Married,5696.0,5,Y,No,18,3,,80,2,10,2.0,0,0
35,No,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,3,2,Manufacturing Director,4.0,Divorced,24442.0,2,Y,No,14,3,3.0,80,1,15,3.0,7,1
